Station,Date,Available_bikes
220,02/01/2021 22:14,6
209,02/01/2021 22:12,3
78,02/01/2021 22:09,10
26,02/01/2021 22:13,3
230,02/01/2021 22:07,7
149,02/01/2021 22:11,7
59,02/01/2021 22:14,11
42,02/01/2021 22:07,9
246,02/01/2021 22:08,16
219,02/01/2021 22:15,10
163,02/01/2021 22:10,14
99,02/01/2021 22:09,0
267,02/01/2021 22:08,10
113,02/01/2021 22:09,8
133,02/01/2021 22:13,18
148,02/01/2021 22:13,19
283,02/01/2021 22:06,14
167,02/01/2021 22:08,18
205,02/01/2021 22:14,8
265,02/01/2021 22:09,14
116,02/01/2021 22:15,8
86,02/01/2021 22:08,14
66,02/01/2021 22:08,7
34,02/01/2021 22:11,2
240,02/01/2021 22:07,9
119,02/01/2021 22:15,17
275,02/01/2021 22:13,0
18,02/01/2021 22:09,0
160,02/01/2021 22:15,15
282,02/01/2021 22:12,14
130,02/01/2021 22:08,15
12,02/01/2021 22:11,0
117,02/01/2021 22:10,12
43,02/01/2021 22:14,21
232,02/01/2021 22:11,9
61,02/01/2021 22:08,15
211,02/01/2021 22:14,4
165,02/01/2021 22:10,14
278,02/01/2021 22:07,2
270,02/01/2021 22:06,13
103,02/01/2021 22:15,14
17,02/01/2021 22:07,11
46,02/01/2021 22:05,1
218,02/01/2021 22:14,14
203,02/01/2021 22:11,19
132,02/01/2021 22:13,18
145,02/01/2021 22:08,20
32,02/01/2021 22:07,4
5,02/01/2021 22:08,18
110,02/01/2021 22:14,1
125,02/01/2021 22:08,11
63,02/01/2021 22:08,4
177,02/01/2021 22:12,7
73,02/01/2021 22:08,10
200,02/01/2021 22:10,3
14,02/01/2021 22:14,3
181,02/01/2021 22:13,14
50,02/01/2021 22:06,11
20,02/01/2021 22:12,0
155,02/01/2021 22:12,11
264,02/01/2021 22:12,5
256,02/01/2021 22:12,11
69,02/01/2021 22:09,3
157,02/01/2021 22:06,19
189,02/01/2021 22:11,12
